c1,c2,c1-c2,h1,h2,H1-h2,Phi,H2 adjusted ,H1-h2 adjusted,
-0.37,0.38,-0.75,7.04,8.54,-1.50,-0.13,6.54,0.50,
-0.39,0.55,-0.94,7.00,8.90,-1.90,-0.16,6.90,0.10,
-0.41,0.51,-0.92,6.96,8.81,-1.86,-0.16,6.81,0.15,
-0.29,0.49,-0.78,7.20,8.77,-1.58,-0.13,6.77,0.43,
-0.49,0.49,-0.98,6.80,8.77,-1.98,-0.17,6.77,0.03,
-0.46,0.57,-1.03,6.86,8.94,-2.08,-0.17,6.94,-0.08,
-0.42,0.57,-0.99,6.94,8.94,-2.00,-0.17,6.94,0.00,
-0.3,0.51,-0.81,7.2,8.81,-1.63863893278346,-0.137985241760933,6.81,0.39,
-0.35,0.52,-0.87,7.08,8.84,-1.76,-0.15,6.84,0.24,
-0.42,0.6,-1.02,6.94,9.0,-2.06786541251666,-0.173481272567596,7.0,-0.06,
-0.34,0.58,-0.92,7.10,8.96,-1.87,-0.16,6.96,0.14,
-0.43,0.44,-0.87,6.92,8.67,-1.75,-0.15,6.67,0.25,
-0.4,0.44,-0.84,7.0,8.67,-1.69061398257168,-0.142303954904071,6.67,0.33,
-0.42,0.62,-1.04,6.94,9.05,-2.11,-0.18,7.05,-0.11,
-0.35,0.61,-0.96,7.08,9.03,-1.95,-0.16,7.03,0.05,
-0.25,0.57,-0.82,7.28,8.94,-1.67,-0.14,6.94,0.34,
-0.46,0.43,-0.89,6.86,8.65,-1.79,-0.15,6.65,0.21,
-0.44,0.49,-0.93,6.90,8.77,-1.88,-0.16,6.77,0.13,
-0.29,0.54,-0.83,7.20,8.88,-1.68,-0.14,6.88,0.32,
-0.39,0.53,-0.92,7.00,8.86,-1.86,-0.16,6.86,0.14,
-0.48,0.42,-0.90,6.82,8.62,-1.81,-0.15,6.62,0.20,
-0.34,0.59,-0.93,7.10,8.98,-1.89,-0.16,6.98,0.12,
-0.39,0.62,-1.01,7.00,9.05,-2.05,-0.17,7.05,-0.05,
-0.38,0.44,-0.82,7.02,8.67,-1.65,-0.14,6.67,0.35,
-0.41,0.37,-0.78,6.96,8.52,-1.56,-0.13,6.52,0.44,
-0.46,0.38,-0.84,6.86,8.54,-1.68,-0.14,6.54,0.32,
-0.42,0.51,-0.93,6.94,8.81,-1.88,-0.16,6.81,0.13,
-0.46,0.4,-0.86,6.86,8.6,-1.72601575290422,-0.145242513479952,6.6,0.26,
-0.28,0.5,-0.78,7.22,8.8,-1.57764303731033,-0.132910364714467,6.8,0.42,
-0.53,0.6,-1.13,6.72,9.0,-2.28738247497925,-0.191471283715651,7.0,-0.28,
-0.29,0.52,-0.81,7.20,8.84,-1.64,-0.14,6.84,0.36,
-0.47,0.49,-0.96,6.84,8.77,-1.94,-0.16,6.77,0.07,
-0.35,0.54,-0.89,7.08,8.88,-1.80,-0.15,6.88,0.20,
-0.39,0.51,-0.90,7.00,8.81,-1.82,-0.15,6.81,0.19,
-0.41,0.43,-0.84,6.96,8.65,-1.69,-0.14,6.65,0.31,
-0.39,0.54,-0.93,7.00,8.88,-1.88,-0.16,6.88,0.12,
-0.5,0.48,-0.98,6.8,8.75,-1.97450975763924,-0.16579531233437,6.75,0.05,
-0.32,0.62,-0.94,7.14,9.05,-1.91,-0.16,7.05,0.09,
-0.46,0.5,-0.96,6.86,8.8,-1.93685277588546,-0.162689360339208,6.8,0.06,
-0.4,0.56,-0.96,7.0,8.92,-1.94361841014916,-0.163247625809899,6.92,0.08,
-0.35,0.55,-0.90,7.08,8.90,-1.82,-0.15,6.90,0.18,
-0.37,0.45,-0.82,7.04,8.69,-1.65,-0.14,6.69,0.35,
-0.29,0.53,-0.82,7.20,8.86,-1.66,-0.14,6.86,0.34,
-0.51,0.55,-1.06,6.76,8.90,-2.14,-0.18,6.90,-0.14,
-0.29,0.59,-0.88,7.20,8.98,-1.79,-0.15,6.98,0.22,
-0.4,0.47,-0.87,7.0,8.73,-1.75386508946605,-0.1475524035305,6.73,0.27,
-0.35,0.52,-0.87,7.08,8.84,-1.76,-0.15,6.84,0.24,
-0.42,0.61,-1.03,6.94,9.03,-2.09,-0.18,7.03,-0.09,
-0.31,0.54,-0.85,7.16,8.88,-1.72,-0.14,6.88,0.28,
-0.32,0.5,-0.82,7.14,8.8,-1.65746742366036,-0.139550346621382,6.8,0.34,
-0.44,0.5,-0.94,6.90,8.8,-1.89694058271045,-0.159393938877707,6.8,0.1,
-0.41,0.59,-1.00,6.96,8.98,-2.03,-0.17,6.98,-0.02,
-0.24,0.63,-0.87,7.30,9.07,-1.77,-0.15,7.07,0.23,
-0.4,0.57,-0.97,7.0,8.94,-1.96470211244728,-0.164986685062964,6.94,0.06,
-0.51,0.56,-1.07,6.76,8.92,-2.16,-0.18,6.92,-0.16,
-0.39,0.52,-0.91,7.00,8.84,-1.84,-0.15,6.84,0.16,
-0.38,0.47,-0.85,7.02,8.73,-1.71,-0.14,6.73,0.29,
-0.41,0.45,-0.86,6.96,8.69,-1.73,-0.15,6.69,0.27,
-0.35,0.51,-0.86,7.08,8.81,-1.74,-0.15,6.81,0.27,
-0.25,0.56,-0.81,7.28,8.92,-1.64,-0.14,6.92,0.36,
-0.39,0.33,-0.72,7.00,8.43,-1.44,-0.12,6.43,0.57,
-0.38,0.48,-0.86,7.02,8.75,-1.74,-0.15,6.75,0.27,
-0.27,0.61,-0.88,7.24,9.03,-1.79,-0.15,7.03,0.21,
-0.29,0.46,-0.75,7.20,8.71,-1.51,-0.13,6.71,0.49,
-0.43,0.55,-0.98,6.92,8.90,-1.98,-0.17,6.90,0.02,
-0.45,0.56,-1.01,6.88,8.92,-2.04,-0.17,6.92,-0.04,
-0.35,0.59,-0.94,7.08,8.98,-1.91,-0.16,6.98,0.10,
-0.55,0.49,-1.04,6.68,8.77,-2.10,-0.18,6.77,-0.09,
-0.35,0.52,-0.87,7.08,8.84,-1.76,-0.15,6.84,0.24,
-0.27,0.64,-0.91,7.24,9.09,-1.85,-0.16,7.09,0.15,
-0.32,0.52,-0.84,7.14,8.84,-1.70,-0.14,6.84,0.30,
-0.3,0.5,-0.8,7.2,8.8,-1.6,-0.1,6.8,0.4,
-0.48,0.39,-0.87,6.82,8.56,-1.74,-0.15,6.56,0.26,
-0.34,0.54,-0.88,7.10,8.88,-1.78,-0.15,6.88,0.22,
-0.42,0.52,-0.94,6.94,8.84,-1.90,-0.16,6.84,0.10,
-0.31,0.38,-0.69,7.16,8.54,-1.38,-0.12,6.54,0.62,
-0.54,0.53,-1.07,6.70,8.86,-2.16,-0.18,6.86,-0.16,
-0.42,0.62,-1.04,6.94,9.05,-2.11,-0.18,7.05,-0.11,
-0.4,0.56,-0.96,7.0,8.92,-1.94361841014916,-0.163247625809899,6.92,0.08,
-0.49,0.42,-0.91,6.80,8.62,-1.83,-0.15,6.62,0.18,
-0.32,0.59,-0.91,7.14,8.98,-1.85,-0.16,6.98,0.16,
-0.4,0.54,-0.94,7.0,8.88,-1.90145100555291,-0.159766526398555,6.88,0.12,
-0.3,0.53,-0.83,7.2,8.86,-1.68080633737971,-0.14148942162185,6.86,0.34,
-0.4,0.34,-0.74,7.0,8.46,-1.47977695959044,-0.124753573641453,6.46,0.54,
-0.36,0.59,-0.95,7.06,8.98,-1.93,-0.16,6.98,0.08,
-0.4,0.57,-0.97,7.0,8.94,-1.96470211244728,-0.164986685062964,6.94,0.06,
-0.45,0.55,-1.00,6.88,8.90,-2.02,-0.17,6.90,-0.02,
-0.37,0.5,-0.87,7.04,8.8,-1.7572479065979,-0.147832874911654,6.8,0.24,
-0.4,0.55,-0.95,7.0,8.90,-1.92253470785104,-0.1615075696922,6.90,0.1,
-0.31,0.56,-0.87,7.16,8.92,-1.76,-0.15,6.92,0.24,
-0.32,0.4,-0.72,7.14,8.6,-1.44663040067912,-0.121987082712664,6.6,0.54,
-0.37,0.54,-0.91,7.04,8.88,-1.84,-0.15,6.88,0.16,
-0.51,0.57,-1.08,6.76,8.94,-2.18,-0.18,6.94,-0.18,
-0.33,0.51,-0.84,7.12,8.81,-1.70,-0.14,6.81,0.31,
-0.4,0.52,-0.92,7.0,8.84,-1.85928360095667,-0.156281517212578,6.84,0.16,
-0.34,0.6,-0.94,7.10,9.0,-1.9082166398166,-0.160325323773812,7.0,0.1,
-0.48,0.57,-1.05,6.82,8.94,-2.12,-0.18,6.94,-0.12,
-0.4,0.54,-0.94,7.0,8.88,-1.90145100555291,-0.159766526398555,6.88,0.12,
-0.36,0.6,-0.96,7.06,9.0,-1.94812883299162,-0.163619745782085,7.0,0.06,
-0.45,0.5,-0.95,6.88,8.8,-1.91689667929796,-0.161042090648696,6.8,0.08,
-0.43,0.6,-1.03,6.92,9.0,-2.08782150910417,-0.175121604845683,7.0,-0.08,
-0.39,0.44,-0.83,7.00,8.67,-1.67,-0.14,6.67,0.33,
-0.32,0.52,-0.84,7.14,8.84,-1.70,-0.14,6.84,0.30,
-0.5,0.49,-0.99,6.8,8.77,-1.99559345993736,-0.167532893580838,6.77,0.03,
-0.47,0.53,-1.00,6.84,8.86,-2.02,-0.17,6.86,-0.02,
-0.39,0.53,-0.92,7.00,8.86,-1.86,-0.16,6.86,0.14,
-0.41,0.5,-0.91,6.96,8.8,-1.83707229294793,-0.15444427374594,6.8,0.16,
-0.37,0.53,-0.90,7.04,8.86,-1.82,-0.15,6.86,0.18,
-0.36,0.42,-0.78,7.06,8.62,-1.57,-0.13,6.62,0.44,
-0.32,0.58,-0.90,7.14,8.96,-1.83,-0.15,6.96,0.18,
-0.42,0.45,-0.87,6.94,8.69,-1.75,-0.15,6.69,0.25,
-0.44,0.49,-0.93,6.90,8.77,-1.88,-0.16,6.77,0.13,
-0.37,0.54,-0.91,7.04,8.88,-1.84,-0.15,6.88,0.16,
-0.46,0.49,-0.95,6.86,8.77,-1.92,-0.16,6.77,0.09,
-0.37,0.52,-0.89,7.04,8.84,-1.80,-0.15,6.84,0.20,
-0.42,0.49,-0.91,6.94,8.77,-1.84,-0.15,6.77,0.17,
-0.4,0.66,-1.06,7.0,9.13,-2.15445543313039,-0.180591778448282,7.13,-0.13,
-0.45,0.5,-0.95,6.88,8.8,-1.91689667929796,-0.161042090648696,6.8,0.08,
-0.41,0.44,-0.85,6.96,8.67,-1.71,-0.14,6.67,0.29,
-0.35,0.56,-0.91,7.08,8.92,-1.84,-0.16,6.92,0.16,
-0.45,0.51,-0.96,6.88,8.81,-1.94,-0.16,6.81,0.07,
-0.43,0.47,-0.90,6.92,8.73,-1.81,-0.15,6.73,0.19,
-0.47,0.54,-1.01,6.84,8.88,-2.04,-0.17,6.88,-0.04,
-0.36,0.46,-0.82,7.06,8.71,-1.65,-0.14,6.71,0.35,
-0.38,0.52,-0.90,7.02,8.84,-1.82,-0.15,6.84,0.18,
-0.47,0.54,-1.01,6.84,8.88,-2.04,-0.17,6.88,-0.04,
-0.41,0.56,-0.97,6.96,8.92,-1.96,-0.16,6.92,0.04,
-0.41,0.47,-0.88,6.96,8.73,-1.77,-0.15,6.73,0.23,
-0.35,0.49,-0.84,7.08,8.77,-1.70,-0.14,6.77,0.31,
-0.42,0.47,-0.89,6.94,8.73,-1.79,-0.15,6.73,0.21,
-0.48,0.43,-0.91,6.82,8.65,-1.83,-0.15,6.65,0.17,
-0.41,0.46,-0.87,6.96,8.71,-1.75,-0.15,6.71,0.25,
-0.38,0.45,-0.83,7.02,8.69,-1.67,-0.14,6.69,0.33,
-0.34,0.66,-1.00,7.10,9.13,-2.03,-0.17,7.13,-0.03,
-0.5,0.55,-1.05,6.8,8.90,-2.12209567372611,-0.177936614982205,6.90,-0.1,
-0.37,0.52,-0.89,7.04,8.84,-1.80,-0.15,6.84,0.20,
-0.44,0.53,-0.97,6.90,8.86,-1.96,-0.16,6.86,0.04,
-0.52,0.44,-0.96,6.74,8.67,-1.93,-0.16,6.67,0.07,
-0.47,0.48,-0.95,6.84,8.75,-1.91,-0.16,6.75,0.09,
-0.38,0.54,-0.92,7.02,8.88,-1.86,-0.16,6.88,0.14,
-0.39,0.53,-0.92,7.00,8.86,-1.86,-0.16,6.86,0.14,
-0.45,0.44,-0.89,6.88,8.67,-1.79,-0.15,6.67,0.21,
-0.45,0.6,-1.05,6.88,9.0,-2.12773370227919,-0.178399406637476,7.0,-0.12,
-0.39,0.57,-0.96,7.00,8.94,-1.94,-0.16,6.94,0.06,
-0.3,0.55,-0.85,7.2,8.90,-1.72297374197596,-0.144990106835562,6.90,0.3,
-0.55,0.44,-0.99,6.68,8.67,-1.99,-0.17,6.67,0.01,
-0.41,0.55,-0.96,6.96,8.90,-1.94,-0.16,6.90,0.06,
-0.43,0.65,-1.08,6.92,9.11,-2.19,-0.18,7.11,-0.19,
-0.38,0.48,-0.86,7.02,8.75,-1.74,-0.15,6.75,0.27,
-0.46,0.6,-1.06,6.86,9.0,-2.14768979886669,-0.180036860228399,7.0,-0.14,
-0.48,0.54,-1.02,6.82,8.88,-2.06,-0.17,6.88,-0.06,
-0.34,0.55,-0.89,7.10,8.90,-1.80,-0.15,6.90,0.20,
-0.4,0.44,-0.84,7.0,8.67,-1.69061398257168,-0.142303954904071,6.67,0.33,
-0.49,0.49,-0.98,6.80,8.77,-1.98,-0.17,6.77,0.03,
-0.41,0.53,-0.94,6.96,8.86,-1.90,-0.16,6.86,0.10,
-0.44,0.57,-1.01,6.90,8.94,-2.04,-0.17,6.94,-0.04,
-0.35,0.57,-0.92,7.08,8.94,-1.86,-0.16,6.94,0.14,
-0.54,0.51,-1.05,6.70,8.81,-2.12,-0.18,6.81,-0.11,
-0.4,0.61,-1.01,7.0,9.03,-2.04903692163978,-0.171932760893515,7.03,-0.03,
-0.34,0.54,-0.88,7.10,8.88,-1.78,-0.15,6.88,0.22,
-0.44,0.41,-0.85,6.90,8.60,-1.71,-0.14,6.60,0.30,
-0.54,0.54,-1.08,6.70,8.88,-2.18,-0.18,6.88,-0.18,
-0.39,0.53,-0.92,7.00,8.86,-1.86,-0.16,6.86,0.14,
-0.35,0.47,-0.82,7.08,8.73,-1.65,-0.14,6.73,0.35,
-0.41,0.54,-0.95,6.96,8.88,-1.92,-0.16,6.88,0.08,
-0.42,0.55,-0.97,6.94,8.90,-1.96,-0.16,6.90,0.04,
-0.36,0.59,-0.95,7.06,8.98,-1.93,-0.16,6.98,0.08,
-0.46,0.46,-0.92,6.86,8.71,-1.85,-0.16,6.71,0.15,
-0.35,0.52,-0.87,7.08,8.84,-1.76,-0.15,6.84,0.24,
-0.22,0.46,-0.68,7.34,8.71,-1.37,-0.12,6.71,0.63,
-0.23,0.46,-0.69,7.32,8.71,-1.39,-0.12,6.71,0.61,
-0.23,0.47,-0.70,7.32,8.73,-1.41,-0.12,6.73,0.59,
-0.35,0.47,-0.82,7.08,8.73,-1.65,-0.14,6.73,0.35,
-0.34,0.51,-0.85,7.10,8.81,-1.72,-0.14,6.81,0.29,
-0.39,0.57,-0.96,7.00,8.94,-1.94,-0.16,6.94,0.06,
-0.36,0.72,-1.08,7.06,9.26,-2.20,-0.18,7.26,-0.20,
-0.38,1.04,-1.42,7.02,9.93,-2.92,-0.24,7.93,-0.91,
-0.47,1.44,-1.91,6.84,10.78,-3.94,-0.32,8.78,-1.94,
-0.34,1.83,-2.17,7.10,11.60,-4.50,-0.36,9.60,-2.50,
-0.49,2.06,-2.55,6.80,12.08,-5.29,-0.42,10.08,-3.28,
-0.52,2.28,-2.80,6.74,12.55,-5.81,-0.46,10.55,-3.81,
-0.43,2.62,-3.05,6.92,13.26,-6.35,-0.49,11.26,-4.34,
-0.43,2.94,-3.37,6.92,13.94,-7.02,-0.54,11.94,-5.02,
-0.54,3.21,-3.75,6.70,14.51,-7.81,-0.58,12.51,-5.81,
-0.5,3.36,-3.86,6.8,14.82,-8.04661601949878,-0.598486083801913,12.82,-6.02,
-0.65,3.41,-4.06,6.48,14.93,-8.45,-0.62,12.93,-6.45,
-0.65,3.57,-4.22,6.48,15.27,-8.79,-0.64,13.27,-6.79,
-0.73,3.84,-4.57,6.32,15.84,-9.52,-0.68,13.84,-7.52,
-0.63,3.65,-4.28,6.52,15.43,-8.92,-0.65,13.43,-6.91,
-0.78,3.64,-4.42,6.22,15.41,-9.20,-0.66,13.41,-7.19,
-0.83,3.59,-4.42,6.12,15.31,-9.19,-0.66,13.31,-7.19,
-0.82,3.65,-4.47,6.14,15.43,-9.30,-0.67,13.43,-7.29,
-1.02,3.28,-4.30,5.74,14.65,-8.92,-0.65,12.65,-6.91,
-1.01,3.37,-4.38,5.76,14.84,-9.09,-0.66,12.84,-7.08,
-1.02,3.53,-4.55,5.74,15.18,-9.44,-0.67,13.18,-7.44,
-0.92,3.14,-4.06,5.94,14.36,-8.42,-0.62,12.36,-6.42,
-0.34,3.15,-3.49,7.10,14.38,-7.28,-0.55,12.38,-5.28,
0,3.25,-3.25,7.77429654759529,14.59,-6.81689046484411,-0.523862969720418,12.59,-4.81570345240471,
0.77,3.09,-2.32,9.31,14.25,-4.94,-0.40,12.25,-2.94,
1.27,3.1,-1.83,10.31,14.3,-3.9662106637588,-0.324256047895404,12.3,-1.99,
1.7,3.03,-1.33,11.2,14.13,-2.9605125944091,-0.245816979276577,12.13,-0.93,
2.05,3.21,-1.16,11.87,14.51,-2.64,-0.22,12.51,-0.64,
2.22,2.92,-0.70,12.20,13.90,-1.69,-0.14,11.90,0.30,
2.47,2.86,-0.39,12.70,13.77,-1.07,-0.09,11.77,0.93,
2.37,2.89,-0.52,12.50,13.83,-1.33,-0.11,11.83,0.67,
2.56,2.44,0.12,12.88,12.88,0.00,0.00,10.88,2.00,
2.4,2.52,-0.12,12.6,13.05,-0.4883170160793,-0.0413591990398308,11.05,1.55,
2.25,2.51,-0.26,12.26,13.03,-0.77,-0.06,11.03,1.23,
2.53,2.46,0.07,12.82,12.93,-0.10,-0.01,10.93,1.89,
2.03,2.08,-0.05,11.83,12.12,-0.30,-0.03,10.12,1.71,
1.9,2.03,-0.13,11.6,12.02,-0.4530204328466,-0.0383727168400449,10.02,1.58,
1.72,2.01,-0.29,11.21,11.98,-0.77,-0.07,9.98,1.23,
1.72,1.74,-0.02,11.21,11.41,-0.20,-0.02,9.41,1.80,
1.63,1.76,-0.13,11.03,11.45,-0.42,-0.04,9.45,1.58,
1.51,1.56,-0.05,10.79,11.03,-0.24,-0.02,9.03,1.76,
1.55,1.52,0.03,10.87,10.94,-0.08,-0.01,8.94,1.93,
1.53,2.1,-0.57,10.83,12.2,-1.3389819226713,-0.112989741387969,10.2,0.63,
1.49,2.59,-1.10,10.75,13.20,-2.45,-0.20,11.20,-0.45,
1.4,2.96,-1.56,10.6,13.98,-3.4116095759475,-0.281444995381517,11.98,-1.38,
1.12,3.33,-2.21,10.01,14.76,-4.75,-0.38,12.76,-2.75,
1.05,3.47,-2.42,9.87,15.06,-5.19,-0.41,13.06,-3.19,
1.22,3.47,-2.25,10.21,15.06,-4.85,-0.39,13.06,-2.85,
0.77,3.39,-2.62,9.31,14.89,-5.58,-0.44,12.89,-3.58,
0.65,3.29,-2.64,9.07,14.68,-5.60,-0.44,12.68,-3.61,
0.56,3.23,-2.67,8.89,14.55,-5.66,-0.45,12.55,-3.66,
0.51,2.96,-2.45,8.79,13.98,-5.19,-0.41,11.98,-3.19,
0.42,2.86,-2.44,8.61,13.77,-5.16,-0.41,11.77,-3.16,
0.27,2.64,-2.37,8.31,13.31,-4.99,-0.40,11.31,-3.00,
0.03,2.61,-2.58,7.83,13.24,-5.41,-0.43,11.24,-3.41,
0.04,2.58,-2.54,7.85,13.18,-5.32,-0.42,11.18,-3.33,
0.08,2.48,-2.40,7.93,12.97,-5.03,-0.40,10.97,-3.04,
0.33,2.43,-2.10,8.43,12.86,-4.43,-0.36,10.86,-2.43,
0.49,2.32,-1.83,8.75,12.63,-3.88,-0.32,10.63,-1.88,
0.78,2.09,-1.31,9.33,12.15,-2.81,-0.23,10.15,-0.82,
1.09,2.14,-1.05,9.95,12.25,-2.30,-0.19,10.25,-0.30,
1.37,2.08,-0.71,10.51,12.12,-1.62,-0.14,10.12,0.39,
1.74,2.03,-0.29,11.25,12.02,-0.77,-0.07,10.02,1.23,
1.69,1.93,-0.24,11.15,11.81,-0.66,-0.06,9.81,1.34,
1.7,1.91,-0.21,11.2,11.77,-0.5991379370192,-0.0507308360005888,9.77,1.43,
1.76,1.7,0.06,11.29,11.3,-0.0366436092336,-0.00310538063084745,9.3,1.99,
1.77,1.72,0.05,11.31,11.37,-0.06,0.00,9.37,1.94,
1.63,1.54,0.09,11.03,10.99,0.04,0.00,8.99,2.04,
1.64,1.55,0.09,11.05,11.01,0.04,0.00,9.01,2.04,
1.59,1.41,0.18,10.95,10.71,0.24,0.02,8.71,2.24,
1.45,1.29,0.16,10.67,10.46,0.21,0.02,8.46,2.21,
1.36,1.19,0.17,10.49,10.25,0.24,0.02,8.25,2.24,
1.27,1.24,0.03,10.31,10.35,-0.04,0.00,8.35,1.96,
1.14,1.39,-0.25,10.05,10.67,-0.62,-0.05,8.67,1.38,
1.06,1.52,-0.46,9.89,10.94,-1.05,-0.09,8.94,0.95,
0.99,1.97,-0.98,9.75,11.89,-2.14,-0.18,9.89,-0.14,
0.82,2.05,-1.23,9.41,12.06,-2.65,-0.22,10.06,-0.65,
0.78,2.26,-1.48,9.33,12.50,-3.17,-0.26,10.50,-1.17,
0.67,2.51,-1.84,9.11,13.03,-3.92,-0.32,11.03,-1.92,
0.6,2.77,-2.17,9.0,13.58,-4.60750695928376,-0.372261088797431,11.58,-2.58,
0.47,2.69,-2.22,8.71,13.41,-4.70,-0.38,11.41,-2.70,
0.41,2.6,-2.19,8.59,13.2,-4.6282498553783,-0.373785496057258,11.2,-2.61,
0.2,2.66,-2.46,8.2,13.35,-5.17383009750466,-0.413216077053265,11.35,-3.15,
0.06,2.39,-2.33,7.89,12.78,-4.88,-0.39,10.78,-2.89,
0.09,2.29,-2.20,7.95,12.57,-4.61,-0.37,10.57,-2.62,
-0.06,2.29,-2.35,7.65,12.57,-4.91,-0.39,10.57,-2.92,
-0.2,2.17,-2.37,7.4,12.31,-4.93897254839686,-0.396400732559616,10.31,-2.91,
-0.17,2.15,-2.32,7.44,12.27,-4.84,-0.39,10.27,-2.83,
0.03,2.04,-2.01,7.83,12.04,-4.21,-0.34,10.04,-2.21,
0.32,1.83,-1.51,8.41,11.60,-3.18,-0.26,9.60,-1.19,
0.53,2,-1.47,8.83,11.9557242251739,-3.12375455844071,-0.25878872271394,9.9557242251739,-1.1257242251739,
1.07,1.86,-0.79,9.91,11.66,-1.75,-0.15,9.66,0.25,
1.29,1.88,-0.59,10.35,11.70,-1.35,-0.11,9.70,0.65,
1.43,1.68,-0.25,10.63,11.28,-0.65,-0.06,9.28,1.35,
1.61,1.8,-0.19,10.99,11.5,-0.5468220810275,-0.0463077250618121,9.5,1.49,
1.68,1.61,0.07,11.13,11.13,-0.01,0.00,9.13,2.00,
1.69,1.48,0.21,11.15,10.86,0.29,0.02,8.86,2.29,
1.53,1.44,0.09,10.83,10.78,0.05,0.00,8.78,2.05,
1.56,1.43,0.13,10.89,10.75,0.13,0.01,8.75,2.14,
1.43,1.31,0.12,10.63,10.50,0.13,0.01,8.50,2.13,
1.44,1.26,0.18,10.65,10.40,0.25,0.02,8.40,2.25,
1.15,1.16,-0.01,10.07,10.18,-0.12,-0.01,8.18,1.89,
1.05,1.1,-0.05,9.87,10.1,-0.18850432905922,-0.0159735844198345,8.1,1.77,
0.96,1.09,-0.13,9.69,10.04,-0.35,-0.03,8.04,1.65,
0.85,1.14,-0.29,9.47,10.14,-0.67,-0.06,8.14,1.33,
0.74,1.35,-0.61,9.25,10.59,-1.33,-0.11,8.59,0.66,
0.75,1.56,-0.81,9.27,11.03,-1.76,-0.15,9.03,0.24,
0.63,1.91,-1.28,9.03,11.77,-2.73,-0.23,9.77,-0.74,
0.49,1.97,-1.48,8.75,11.89,-3.14,-0.26,9.89,-1.14,
0.39,2.04,-1.65,8.55,12.04,-3.49,-0.29,10.04,-1.49,
0.31,2.23,-1.92,8.39,12.44,-4.05,-0.33,10.44,-2.05,
0.29,2.01,-1.72,8.35,11.98,-3.62,-0.30,9.98,-1.63,
0.26,2.07,-1.81,8.29,12.10,-3.81,-0.31,10.10,-1.81,
0.08,2.01,-1.93,7.93,11.98,-4.04,-0.33,9.98,-2.05,
-0.12,2.11,-2.23,7.53,12.19,-4.65,-0.38,10.19,-2.66,
-0.12,1.98,-2.10,7.53,11.91,-4.38,-0.36,9.91,-2.38,
-0.17,1.68,-1.85,7.44,11.28,-3.85,-0.32,9.28,-1.84,
-0.4,1.82,-2.22,7.0,11.58,-4.60016489971271,-0.371721081087463,9.58,-2.58,
-0.23,1.69,-1.92,7.32,11.30,-3.99,-0.33,9.30,-1.98,
-0.07,1.68,-1.75,7.63,11.28,-3.65,-0.30,9.28,-1.65,
0.1,1.5,-1.4,8.0,10.9,-2.9,-0.2,8.9,-0.9,
0.47,1.55,-1.08,8.71,11.01,-2.29,-0.19,9.01,-0.30,
0.87,1.48,-0.61,9.51,10.86,-1.35,-0.11,8.86,0.65,
1.22,1.43,-0.21,10.21,10.75,-0.55,-0.05,8.75,1.46,
1.43,1.56,-0.13,10.63,11.03,-0.40,-0.03,9.03,1.60,
1.78,1.53,0.25,11.33,10.96,0.36,0.03,8.96,2.37,
1.75,1.32,0.43,11.27,10.52,0.74,0.06,8.52,2.75,
1.88,1.29,0.59,11.53,10.46,1.07,0.09,8.46,3.07,
1.74,1.23,0.51,11.25,10.33,0.91,0.08,8.33,2.92,
1.78,1,0.78,11.33,9.84735399536159,1.47912774481001,0.124699406912113,7.84735399536159,3.48264600463841,
1.55,0.83,0.72,10.87,9.49,1.38,0.12,7.49,3.38,
1.54,0.74,0.80,10.85,9.30,1.55,0.13,7.30,3.55,
1.46,0.88,0.58,10.69,9.59,1.09,0.09,7.59,3.10,
1.27,0.64,0.63,10.31,9.09,1.22,0.10,7.09,3.22,
1.09,0.79,0.30,9.95,9.40,0.54,0.05,7.40,2.55,
1.05,0.97,0.08,9.87,9.78,0.09,0.01,7.78,2.09,
1.06,1.21,-0.15,9.89,10.29,-0.40,-0.03,8.29,1.60,
0.83,1.29,-0.46,9.43,10.46,-1.03,-0.09,8.46,0.97,
0.74,1.62,-0.88,9.25,11.15,-1.90,-0.16,9.15,0.10,
0.78,1.96,-1.18,9.33,11.87,-2.54,-0.21,9.87,-0.54,
0.61,2.05,-1.44,8.99,12.06,-3.07,-0.25,10.06,-1.07,
0.54,2.09,-1.55,8.85,12.15,-3.29,-0.27,10.15,-1.30,
0.54,2.25,-1.71,8.85,12.48,-3.63,-0.30,10.48,-1.63,
0.37,2.3,-1.93,8.51,12.6,-4.07556317278453,-0.332559086765008,10.6,-2.09,
0.3,2.2,-1.9,8.4,12.4,-4.0,-0.3,10.4,-2.0,
0.18,2.14,-1.96,8.13,12.25,-4.12,-0.34,10.25,-2.12,
0.09,2.18,-2.09,7.95,12.34,-4.38,-0.36,10.34,-2.39,
0.01,1.85,-1.84,7.79,11.64,-3.85,-0.32,9.64,-1.85,
-0.05,1.98,-2.03,7.67,11.91,-4.24,-0.34,9.91,-2.24,
-0.21,1.71,-1.92,7.36,11.34,-3.99,-0.33,9.34,-1.98,
-0.23,1.65,-1.88,7.32,11.22,-3.90,-0.32,9.22,-1.90,
0.05,1.58,-1.53,7.87,11.07,-3.20,-0.26,9.07,-1.20,
0.33,1.57,-1.24,8.43,11.05,-2.62,-0.22,9.05,-0.62,
0.38,1.54,-1.16,8.53,10.99,-2.45,-0.20,8.99,-0.46,
0.73,1.51,-0.78,9.23,10.92,-1.69,-0.14,8.92,0.31,
0.73,1.33,-0.60,9.23,10.54,-1.31,-0.11,8.54,0.69,
